"","longitude_360","lat","date","id","lon","lat.1","x","y","x.se","y.se","u","v","u.se","v.se","s","s.se","logit_g","logit_g.se","g","name","grid_cell","months","years"
"1",166.1347,-50.5254,2020-08-06 22:00:00,"203571-0",166.1347,-50.5254,18494.0302070933,-6504.76545804358,9.99999999998643e-06,9.99999999998237e-06,6.18580113348624e-11,-4.49160792171899e-12,9.99999999989775e-06,9.99999999989315e-06,NA,NA,2.04141663007933,0.730928642952409,0.885077439624043,"Rima","4557","08","20"
"2",166.17260986976,-50.5253600185534,2020-08-07 01:00:00,"203571-0",166.17260986976,-50.5253600185534,18498.2503144909,-6504.75847618052,2.76133768979593,2.75325242553748,2.01081006872962,0.0700600881886082,1.30921387169826,1.30946436299574,1.40664635295018,NA,2.04141663007933,0.710295987793845,0.885077439624043,"Rima","4557","08","20"
"3",166.249776849111,-50.5145254748191,2020-08-07 04:00:00,"203571-0",166.249776849111,-50.5145254748191,18506.8405033385,-6502.86668522896,3.2240771278904,3.23188215850618,2.86339588246324,0.63059717142218,0.897293594130399,0.896219751022477,2.93195445597501,NA,2.04141663007933,0.689045789090838,0.885077439624043,"Rima","4371","08","20"
"4",166.305937817109,-50.4851381221401,2020-08-07 07:00:00,"203571-0",166.305937817109,-50.4851381221401,18513.0923136984,-6497.73763437607,2.9824726596782,2.87193873545806,1.67130217058491,2.1559005711062,1.13666575213331,1.11643712100819,2.69546803163413,NA,2.03688445335383,0.669955281609407,0.884615642455967,"Rima","4371","08","20"
"5",166.3286027082,-50.427134688545,2020-08-07 10:00:00,"203571-0",166.3286027082,-50.427134688545,18515.6153578335,-6487.62354837861,3.15043948883148,2.79091053434284,0.692655104944397,3.80258886089951,1.22066943355957,1.17146323549437,3.47427565699413,NA,2.03231030295328,0.651401671364939,0.884147933209978,"Rima","4371","08","20"
"6",166.367611503711,-50.3637148130537,2020-08-07 13:00:00,"203571-0",166.367611503711,-50.3637148130537,18519.9577970863,-6476.57924009721,4.04072569564597,3.56889748638413,2.22691845292865,3.35495799141663,1.38069164636474,1.35689721723387,3.95539838205377,NA,2.02043755592053,0.637404325781769,0.882926245760345,"Rima","4371","08","20"
"7",166.485829053071,-50.3229871984232,2020-08-07 16:00:00,"203571-0",166.485829053071,-50.3229871984232,18533.1177144838,-6469.49451756495,3.26991941129359,2.99833046895694,4.38663898478953,2.36157435418964,0.965446089002177,0.916319588319,4.98181514997095,NA,1.99865123053883,0.631121258987838,0.880655393087332,"Rima","4372","08","20"
"8",166.628361395744,-50.2843203019037,2020-08-07 19:00:00,"203571-0",166.628361395744,-50.2843203019037,18548.9843422918,-6462.77391121528,1.77735458339553,1.56187889782549,5.56517520529829,2.18517043284209,1.16598002488946,1.10934519329501,5.74384409421052,NA,1.97961364947729,0.626513690233332,0.878639970893525,"Rima","4372","08","20"
"9",166.764525421752,-50.2555074496655,2020-08-07 22:00:00,"203571-0",166.764525421752,-50.2555074496655,18564.1420523314,-6457.76958295792,2.61739869096866,2.31402782579262,4.58101648708192,1.20495370089555,1.44260677977891,1.36330571858624,5.32102668097644,NA,1.94596691125492,0.634267481104957,0.875006208233433,"Rima","4373","08","20"
"10",166.863335218054,-50.2545193532255,2020-08-08 01:00:00,"203571-0",166.863335218054,-50.2545193532255,18575.141508541,-6457.59802050472,5.29532750810096,4.89160966425624,3.21392384843177,-0.476924357945127,1.45264585361748,1.41785767340426,3.66684339041133,NA,1.91004516069121,0.64928626962394,0.871024221337212,"Rima","4373","08","20"
"11",166.904523506404,-50.2802814987048,2020-08-08 04:00:00,"203571-0",166.904523506404,-50.2802814987048,18579.7265678268,-6462.07225265289,5.52328896063565,5.0977463228098,1.52835295061616,-1.49141037256391,1.18636517723378,1.15795489626079,2.13509645768889,NA,1.89156574858242,0.657903935278913,0.868933953156886,"Rima","4373","08","20"
"12",166.892596169186,-50.2997993994307,2020-08-08 07:00:00,"203571-0",166.892596169186,-50.2997993994307,18578.3988227212,-6465.46363898286,4.18023538900122,3.76778034709892,-0.821434612269784,-0.915393591305277,1.22924209766723,1.20127993906046,1.21415031456444,NA,1.8869745119123,0.658865833434359,0.868410181319231,"Rima","4373","08","20"
"13",166.836570736576,-50.3042936930526,2020-08-08 10:00:00,"203571-0",166.836570736576,-50.3042936930526,18572.1621000916,-6466.24475545563,2.48992566520884,2.23004773463793,-2.34324554766618,-0.193584018992518,1.22812672980745,1.15562048846609,2.09494851579045,NA,1.88942672738695,0.655345648698239,0.868690152566837,"Rima","4373","08","20"
"14",166.776436077121,-50.3149422087261,2020-08-08 13:00:00,"203571-0",166.776436077121,-50.3149422087261,18565.4679404221,-6468.09578329698,1.79414810317935,1.52044814364247,-2.03508799251543,-1.06334969284076,1.39382410669144,1.36137486621677,2.31497910467466,NA,1.8935101545586,0.650304717694796,0.86915523834539,"Rima","4373","08","20"
"15",166.731693093542,-50.3496155339956,2020-08-08 16:00:00,"203571-0",166.731693093542,-50.3496155339956,18560.4871742735,-6474.12592581542,2.16073276811809,2.00254864364106,-1.66025557426468,-2.01004721770018,0.67105645860728,0.626042179378052,2.60707638154636,NA,1.89522120758981,0.64672893455206,0.869349703961325,"Rima","4373","08","20"
